Date,High,Low,Open,Close,Volume,Adj Close
2020-03-19,46.0,40.0,40.0,45.25,7000,45.25
2020-03-20,46.0099983215332,45.0,45.0099983215332,45.0,3600,45.0
2020-03-23,42.0,39.97999954223633,42.0,40.0,11900,40.0
2020-03-24,40.0,39.0,40.0,40.0,77800,40.0
2020-03-25,44.79999923706055,38.0,40.0,41.0099983215332,7000,41.0099983215332
2020-03-26,47.5,44.25,45.0,45.0,29100,45.0
2020-03-27,47.5,44.9900016784668,45.0,45.23500061035156,263200,45.23500061035156
2020-03-30,50.0,44.25,44.25,50.0,118100,50.0
2020-03-31,50.0,44.779998779296875,46.5,50.0,210300,50.0
2020-04-01,48.5,44.0,45.9900016784668,46.70000076293945,1206100,46.70000076293945
2020-04-02,48.65999984741211,43.20000076293945,45.02399826049805,44.0,9264200,44.0
2020-04-03,49.29999923706055,41.79999923706055,43.75,47.31999969482422,22551600,47.31999969482422
2020-04-06,47.849998474121094,44.70000076293945,47.0,45.939998626708984,10294200,45.939998626708984
2020-04-07,46.9900016784668,42.93000030517578,45.150001525878906,44.279998779296875,12146500,44.279998779296875
2020-04-08,45.20000076293945,41.2599983215332,42.209999084472656,44.09000015258789,22265800,44.09000015258789
2020-04-09,50.25,44.0,44.04999923706055,49.13999938964844,17355600,49.13999938964844
2020-04-13,48.66999816894531,45.720001220703125,48.54999923706055,46.0,8545100,46.0
2020-04-14,46.29999923706055,43.970001220703125,45.90999984741211,45.88999938964844,10152100,45.88999938964844
2020-04-15,44.849998474121094,42.79999923706055,44.189998626708984,44.54999923706055,7935500,44.54999923706055
2020-04-16,46.40700149536133,43.54999923706055,44.08000183105469,45.619998931884766,8738200,45.619998931884766
2020-04-17,48.560001373291016,45.91999816894531,47.0,46.150001525878906,7877300,46.150001525878906
