Date,High,Low,Open,Close,Volume,Adj Close
2017-05-12,88.37999725341797,87.8499984741211,88.26000213623047,88.01000213623047,1659700.0,70.77428436279297
2017-05-15,88.70999908447266,88.01000213623047,88.12000274658203,88.52999877929688,1295900.0,71.19243621826172
2017-05-16,89.08000183105469,88.37000274658203,88.9800033569336,88.80999755859375,1324500.0,71.41761779785156
2017-05-17,88.80999755859375,87.5,88.80999755859375,87.70999908447266,1762700.0,70.53304290771484
2017-05-18,88.80000305175781,86.68000030517578,87.29000091552734,88.16999816894531,1555500.0,70.90296173095703
2017-05-19,89.73999786376953,88.2699966430664,88.86000061035156,89.23999786376953,1422100.0,71.7634048461914
2017-05-22,89.91000366210938,88.93000030517578,89.80999755859375,89.2300033569336,1167600.0,71.75536346435547
2017-05-23,89.6500015258789,88.68000030517578,89.44000244140625,89.02999877929688,1141300.0,71.59452819824219
2017-05-24,89.66999816894531,88.37000274658203,89.22000122070312,88.5199966430664,2113600.0,71.18440246582031
2017-05-25,89.47000122070312,88.58000183105469,89.05000305175781,89.30999755859375,988500.0,71.81969451904297
2017-05-26,89.83000183105469,89.08000183105469,89.08000183105469,89.3499984741211,658000.0,71.85186767578125
2017-05-30,89.38999938964844,88.54000091552734,89.12999725341797,89.19000244140625,885500.0,71.72320556640625
2017-05-31,89.75,88.43000030517578,88.77999877929688,89.5999984741211,1550400.0,72.05290985107422
2017-06-01,89.98999786376953,88.91999816894531,89.97000122070312,89.5999984741211,1370500.0,72.05290985107422
2017-06-02,89.97000122070312,89.30999755859375,89.5999984741211,89.4800033569336,1134000.0,71.95641326904297
2017-06-05,89.91999816894531,89.08999633789062,89.33000183105469,89.3499984741211,1888800.0,71.85186767578125
2017-06-06,89.38999938964844,88.08999633789062,88.87000274658203,88.91000366210938,1361500.0,71.49803161621094
2017-06-07,89.30999755859375,87.66999816894531,89.04000091552734,88.12999725341797,2032800.0,72.16581726074219
2017-06-08,88.26000213623047,87.72000122070312,88.12999725341797,87.97000122070312,1693300.0,72.03479766845703
2017-06-09,88.37000274658203,87.6500015258789,88.0,88.11000061035156,1735700.0,72.14944458007812
2017-06-12,88.31999969482422,87.69999694824219,88.0999984741211,87.83999633789062,1647500.0,71.92835235595703
2017-06-13,89.66999816894531,87.95999908447266,88.12999725341797,89.66999816894531,1822300.0,73.42686462402344
2017-06-14,90.16999816894531,88.29000091552734,90.05999755859375,88.69000244140625,1728100.0,72.62439727783203
2017-06-15,89.86000061035156,87.93000030517578,88.0,89.86000061035156,1136000.0,73.58245086669922
2017-06-16,92.33999633789062,89.88999938964844,90.0,92.33999633789062,4128200.0,75.61320495605469
2017-06-19,93.16999816894531,92.36000061035156,92.63999938964844,92.58999633789062,1953400.0,75.81792449951172
2017-06-20,92.31999969482422,91.12999725341797,92.08000183105469,91.25,1642000.0,74.72065734863281
2017-06-21,91.77999877929688,90.33000183105469,91.58000183105469,90.4800033569336,1972400.0,74.09013366699219
2017-06-22,90.9800033569336,90.38999938964844,90.55000305175781,90.72000122070312,1280700.0,74.28666687011719
2017-06-23,91.41000366210938,90.33000183105469,90.7300033569336,91.08000183105469,1825300.0,74.5814437866211
2017-06-26,91.8499984741211,90.87999725341797,91.36000061035156,90.93000030517578,2307300.0,74.4586181640625
2017-06-27,91.16000366210938,90.19000244140625,90.88999938964844,90.51000213623047,1587800.0,74.11471557617188
2017-06-28,91.83000183105469,90.83999633789062,91.0199966430664,91.62999725341797,1344900.0,75.03182220458984
2017-06-29,91.79000091552734,89.73999786376953,91.6500015258789,90.37000274658203,1528200.0,74.00006866455078
2017-06-30,91.88999938964844,90.51000213623047,90.68000030517578,91.38999938964844,1170700.0,74.83529663085938
2017-07-03,91.98999786376953,91.41000366210938,91.70999908447266,91.44000244140625,754700.0,74.87623596191406
2017-07-05,92.26000213623047,91.31999969482422,91.38999938964844,92.16000366210938,1101700.0,75.4658203125
2017-07-06,92.54000091552734,91.7300033569336,91.95999908447266,92.12000274658203,1696200.0,75.43306732177734
2017-07-07,93.5199966430664,91.4800033569336,92.16999816894531,93.25,1853900.0,76.35836029052734
2017-07-10,94.38999938964844,93.16999816894531,93.26000213623047,93.7300033569336,1301600.0,76.75141143798828
2017-07-11,93.69000244140625,92.5199966430664,93.52999877929688,92.91000366210938,1345200.0,76.07996368408203
2017-07-12,94.36000061035156,93.43000030517578,93.61000061035156,93.51000213623047,1235500.0,76.57127380371094
2017-07-13,93.80000305175781,92.37000274658203,93.54000091552734,92.8499984741211,1199300.0,76.03083038330078
2017-07-14,92.95999908447266,91.91999816894531,92.80999755859375,92.83000183105469,1273400.0,76.01445007324219
2017-07-17,93.26000213623047,91.55000305175781,92.69000244140625,93.06999969482422,1435700.0,76.21096801757812
2017-07-18,93.02999877929688,92.02999877929688,92.7300033569336,92.45999908447266,1210200.0,75.71147918701172
2017-07-19,93.27999877929688,92.20999908447266,92.75,93.19999694824219,1251900.0,76.31742858886719
2017-07-20,93.20999908447266,91.70999908447266,93.16999816894531,92.18000030517578,1394500.0,75.48219299316406
2017-07-21,92.18000030517578,91.19999694824219,91.7300033569336,91.66999816894531,1199000.0,75.06458282470703
2017-07-24,91.5999984741211,90.83000183105469,91.47000122070312,91.05000305175781,1465900.0,74.556884765625
2017-07-25,91.83999633789062,90.47000122070312,91.83999633789062,90.47000122070312,1588700.0,74.08194732666016
2017-07-26,89.41999816894531,85.79000091552734,89.41999816894531,86.94000244140625,4795700.0,71.1913833618164
2017-07-27,88.19999694824219,86.91999816894531,86.95999908447266,87.77999877929688,2199200.0,71.87921905517578
2017-07-28,88.76000213623047,87.05000305175781,87.61000061035156,88.54000091552734,1608800.0,72.50155639648438
2017-07-31,89.38999938964844,87.75,88.80000305175781,87.87999725341797,1438400.0,71.96110534667969
2017-08-01,88.45999908447266,86.12000274658203,88.08000183105469,86.48999786376953,2267400.0,70.82291412353516
